Transaction_ID,Employee_ID,Department,Region,Card_Tier,Single_Txn_Limit,Transaction_Timestamp,Amount_USD,Merchant_Name,MCC,Injected_Anomaly,System_Audit_Flag,R5_Reason,Travel_Registry_Status
TXN_000078,EMP_288,Travel & Executive Admin,LATAM,Tier_1_Exec,5000.0,2025-03-27 18:01:00,20.37,London Underground,4111,,CLEAN,,
TXN_000079,EMP_361,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-11-21 23:11:00,383.0,Business Stay Inn,7011,,CLEAN,,
TXN_000080,EMP_063,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-04-09 20:01:00,18.0,London Tavern,5812,,CLEAN,,
TXN_000081,EMP_415,Field Sales,APAC,Tier_1_Exec,5000.0,2025-08-21 17:12:00,130.83,Uber Inc,4111,,CLEAN,,
TXN_000082,EMP_282,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-07-31 10:26:00,97.26,Lyft Ride,4111,,CLEAN,,
TXN_000083,EMP_365,HR & Recruitment,APAC,Tier_2_Standard,3000.0,2025-05-07 18:27:00,56.33,Lyft Ride,4111,,CLEAN,,
TXN_000084,EMP_063,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-05-27 08:23:00,191.31,Hilton Hotels,7011,,CLEAN,,
TXN_000085,EMP_284,Corporate Marketing,,Tier_2_Standard,3000.0,2025-09-26 15:11:00,138.17,GitHub Enterprise,4816,,CLEAN,,
TXN_000086,EMP_314,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-03-04 18:43:00,35.57,Tokyo Dining Corp,5812,,CLEAN,,
TXN_000087,EMP_394,Field Sales,APAC,Tier_1_Exec,5000.0,2025-10-26 03:22:00,112.14,Staples Corp,5999,,CLEAN,,
TXN_000088,EMP_065,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-08-19 20:27:00,75.97,London Tavern,5812,,CLEAN,,
TXN_000089,EMP_450,Travel & Executive Admin,EMEA,Tier_1_Exec,5000.0,2025-05-13 12:02:00,726.69,Euro Lodging,7011,,CLEAN,,
TXN_000090,EMP_266,Field Sales,APAC,Tier_1_Exec,5000.0,2025-04-22 10:08:00,76.11,Lyft Ride,4111,,CLEAN,,
TXN_000091,EMP_083,Supply Chain,LATAM,Tier_2_Standard,3000.0,2025-08-23 22:54:00,227.74,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000092,EMP_129,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-05-23 22:37:00,109.85,Amazon Business,5999,,CLEAN,,
TXN_000093,EMP_065,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-08-09 12:14:00,116.51,Staples Corp,5999,,CLEAN,,
TXN_000094,EMP_258,Software Engineering,,Tier_1_Exec,5000.0,2025-05-03 19:07:00,88.58,Office Depot,5999,,CLEAN,,
TXN_000095,EMP_088,Field Sales,,Tier_1_Exec,5000.0,2025-09-03 20:19:00,117.94,Staples Corp,5999,,CLEAN,,
TXN_000096,EMP_423,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-01-21 15:51:00,54.25,Local Steakhouse,5812,,CLEAN,,
TXN_000097,EMP_393,Field Sales,,Tier_1_Exec,5000.0,2025-10-31 08:22:00,83.18,Staples Corp,5999,,CLEAN,,
TXN_000098,EMP_255,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-07-30 22:22:00,69.86,NYC Transit,4111,,CLEAN,,
TXN_000099,EMP_126,HR & Recruitment,EMEA,Tier_2_Standard,3000.0,2025-10-23 16:58:00,13.56,NYC Transit,4111,,CLEAN,,
TXN_000100,EMP_038,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-02-13 15:03:00,220.13,Euro Lodging,7011,,CLEAN,,
TXN_000101,EMP_175,Field Sales,,Tier_1_Exec,5000.0,2025-04-15 14:47:00,14.4,London Underground,4111,,CLEAN,,
TXN_000102,EMP_376,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-09-09 11:47:00,261.84,GitHub Enterprise,4816,,CLEAN,,
TXN_000103,EMP_390,Field Sales,,Tier_1_Exec,5000.0,2025-09-27 19:39:00,54.01,Staples Corp,5999,,CLEAN,,
TXN_000104,EMP_164,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-06-26 00:40:00,213.26,AWS Cloud Services,4816,,CLEAN,,
TXN_000105,EMP_137,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-11-24 09:15:00,739.92,Hilton Hotels,7011,,CLEAN,,
TXN_000106,EMP_443,Travel & Executive Admin,APAC,Tier_1_Exec,5000.0,2025-11-01 11:26:00,312.04,Hilton Hotels,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000107,EMP_391,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-04-27 00:42:00,175.95,Slack Technologies,4816,,CLEAN,,
TXN_000108,EMP_256,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-08-13 16:08:00,307.11,AWS Cloud Services,4816,,CLEAN,,
TXN_000109,EMP_047,Travel & Executive Admin,,Tier_1_Exec,5000.0,2025-10-14 08:24:00,42.03,Global Logistics Tech,5999,,CLEAN,,
TXN_000110,EMP_124,Field Sales,APAC,Tier_1_Exec,5000.0,2025-06-06 15:55:00,20.78,Amazon Business,5999,,CLEAN,,
TXN_000111,EMP_025,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-02-06 19:15:00,50.57,NYC Transit,4111,,CLEAN,,
TXN_000112,EMP_306,HR & Recruitment,APAC,Tier_2_Standard,3000.0,2025-12-09 16:06:00,32.57,Uber Inc,4111,,CLEAN,,
TXN_000113,EMP_434,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-03-20 06:38:00,373.29,GitHub Enterprise,4816,,CLEAN,,
TXN_000114,EMP_136,Field Sales,APAC,Tier_1_Exec,5000.0,2025-09-24 08:25:00,327.09,Figma Design,4816,,CLEAN,,
TXN_000115,EMP_024,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-10-19 16:40:00,75.23,Bistro Hub,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000116,EMP_198,Corporate Marketing,,Tier_1_Exec,5000.0,2025-11-24 22:30:00,132.0,Amazon Business,5999,,CLEAN,,
TXN_000117,EMP_423,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-03-28 12:22:00,672.39,Marriott International,7011,,CLEAN,,
TXN_000118,EMP_387,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-04-16 01:15:00,271.27,Euro Lodging,7011,,CLEAN,,
TXN_000119,EMP_071,Software Engineering,,Tier_2_Standard,3000.0,2025-08-31 12:18:00,359.17,Slack Technologies,4816,,FLAG_R5_CONTEXT_FAIL,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,
TXN_000120,EMP_077,Supply Chain,,Tier_1_Exec,5000.0,2025-04-12 18:50:00,85.51,London Underground,4111,,CLEAN,,
TXN_000121,EMP_084,Field Sales,,Tier_1_Exec,5000.0,2025-10-14 03:22:00,123.04,Amazon Business,5999,,CLEAN,,
TXN_000122,EMP_304,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-09-02 22:33:00,135.45,Global Logistics Tech,5999,,CLEAN,,
TXN_000123,EMP_363,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-08-07 07:13:00,140.84,AWS Cloud Services,4816,,CLEAN,,
TXN_000124,EMP_189,HR & Recruitment,EMEA,Tier_1_Exec,5000.0,2025-08-30 04:49:00,17.58,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000125,EMP_136,Field Sales,APAC,Tier_1_Exec,5000.0,2025-06-15 16:36:00,26.81,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000126,EMP_421,Corporate Marketing,LATAM,Tier_1_Exec,5000.0,2025-06-26 08:41:00,46.21,Local Steakhouse,5812,,CLEAN,,
TXN_000127,EMP_215,HR & Recruitment,,Tier_2_Standard,3000.0,2025-04-21 06:27:00,330.85,GitHub Enterprise,4816,,CLEAN,,
TXN_000128,EMP_211,Software Engineering,,Tier_2_Standard,3000.0,2025-12-10 09:54:00,138.14,Bistro Hub,5812,,CLEAN,,
TXN_000129,EMP_270,Field Sales,APAC,Tier_1_Exec,5000.0,2025-10-02 09:29:00,10.97,Lyft Ride,4111,,CLEAN,,
TXN_000130,EMP_236,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-09-07 06:35:00,81.5,Amazon Business,5999,,CLEAN,,
TXN_000131,EMP_347,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-07-12 12:03:00,68.44,Global Logistics Tech,5999,,CLEAN,,
TXN_000132,EMP_099,Field Sales,APAC,Tier_1_Exec,5000.0,2025-06-29 12:14:00,41.1,London Underground,4111,,CLEAN,,
TXN_000133,EMP_116,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-08-05 17:11:00,26.78,Lyft Ride,4111,,CLEAN,,
TXN_000134,EMP_354,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-12-23 01:56:00,57.27,NYC Transit,4111,,CLEAN,,
TXN_000135,EMP_179,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-07-19 03:01:00,142.01,Uber Inc,4111,,CLEAN,,
TXN_000136,EMP_294,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-10-04 11:38:00,142.82,Figma Design,4816,,CLEAN,,
TXN_000137,EMP_396,Field Sales,APAC,Tier_1_Exec,5000.0,2025-04-17 15:51:00,82.63,Uber Inc,4111,,CLEAN,,
TXN_000138,EMP_148,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-02-27 13:08:00,108.42,NYC Transit,4111,,CLEAN,,
TXN_000139,EMP_336,Field Sales,APAC,Tier_1_Exec,5000.0,2025-07-06 17:40:00,158.18,GitHub Enterprise,4816,,CLEAN,,
TXN_000140,EMP_104,Software Engineering,,Tier_1_Exec,5000.0,2025-07-17 10:23:00,146.05,Amazon Business,5999,,CLEAN,,
TXN_000141,EMP_071,Software Engineering,,Tier_2_Standard,3000.0,2025-03-21 12:52:00,144.74,Office Depot,5999,,CLEAN,,
TXN_000142,EMP_125,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-02-06 23:11:00,45.25,Office Depot,5999,,CLEAN,,
TXN_000143,EMP_327,Field Sales,,Tier_1_Exec,5000.0,2025-06-19 13:06:00,54.7,Local Steakhouse,5812,,CLEAN,,
TXN_000144,EMP_349,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-04-11 02:24:00,33.27,Bistro Hub,5812,,CLEAN,,
TXN_000145,EMP_334,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-05-26 05:44:00,49.88,London Underground,4111,,CLEAN,,
TXN_000146,EMP_147,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-02-13 01:56:00,12.44,Bistro Hub,5812,,CLEAN,,
TXN_000147,EMP_214,Software Engineering,,Tier_2_Standard,3000.0,2025-05-09 00:07:00,71.13,London Tavern,5812,,CLEAN,,
TXN_000148,EMP_449,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-01-28 06:46:00,55.4,Tokyo Dining Corp,5812,,CLEAN,,
TXN_000149,EMP_146,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-11-27 20:19:00,17.21,Global Logistics Tech,5999,,CLEAN,,
TXN_000150,EMP_069,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-12-07 19:15:00,49.01,Lyft Ride,4111,,CLEAN,,
TXN_000151,EMP_415,Field Sales,APAC,Tier_1_Exec,5000.0,2025-03-24 00:38:00,137.16,Lyft Ride,4111,,CLEAN,,
TXN_000152,EMP_375,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-12-01 04:06:00,43.54,Lyft Ride,4111,,CLEAN,,
TXN_000153,EMP_008,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-09-03 11:27:00,30.29,Lyft Ride,4111,,CLEAN,,
TXN_000154,EMP_090,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-10-23 06:27:00,205.99,Figma Design,4816,,CLEAN,,
TXN_000155,EMP_045,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-10-19 21:04:00,285.86,Bistro Hub,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000156,EMP_128,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-01-05 23:21:00,43.89,NYC Transit,4111,,FLAG_R5_CONTEXT_FAIL,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,
TXN_000157,EMP_121,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-11-22 07:16:00,104.1,London Underground,4111,,CLEAN,,
TXN_000158,EMP_155,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-01-09 07:51:00,116.63,London Underground,4111,,CLEAN,,
TXN_000159,EMP_355,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-06-22 01:41:00,27.64,Local Steakhouse,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000160,EMP_352,Field Sales,APAC,Tier_1_Exec,5000.0,2025-08-15 10:44:00,94.68,Tokyo Dining Corp,5812,,CLEAN,,
TXN_000161,EMP_069,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-12-15 04:50:00,389.06,Euro Lodging,7011,,CLEAN,,
TXN_000162,EMP_360,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-12-09 20:19:00,98.52,Office Depot,5999,,CLEAN,,
TXN_000163,EMP_391,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-06-30 04:46:00,98.69,Staples Corp,5999,,CLEAN,,
TXN_000164,EMP_270,Field Sales,APAC,Tier_1_Exec,5000.0,2025-11-22 07:29:00,85.01,Amazon Business,5999,,CLEAN,,
TXN_000165,EMP_040,Field Sales,APAC,Tier_1_Exec,5000.0,2025-03-23 16:59:00,16.15,Bistro Hub,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000166,EMP_168,HR & Recruitment,LATAM,Tier_2_Standard,3000.0,2025-11-18 17:43:00,127.24,Bistro Hub,5812,,CLEAN,,
TXN_000167,EMP_262,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-11-21 09:22:00,35.14,London Tavern,5812,,CLEAN,,
TXN_000168,EMP_289,Field Sales,APAC,Tier_1_Exec,5000.0,2025-02-12 01:01:00,36.11,Global Logistics Tech,5999,,CLEAN,,
TXN_000169,EMP_345,Field Sales,,Tier_1_Exec,5000.0,2025-08-13 09:39:00,12.71,London Tavern,5812,,CLEAN,,
TXN_000170,EMP_297,HR & Recruitment,,Tier_2_Standard,3000.0,2025-02-23 04:17:00,68.1,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_000171,EMP_036,HR & Recruitment,EMEA,Tier_2_Standard,3000.0,2025-12-10 18:02:00,83.57,Tokyo Dining Corp,5812,,CLEAN,,
TXN_000172,EMP_192,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-10-06 12:18:00,26.3,Slack Technologies,4816,,CLEAN,,
TXN_000173,EMP_193,Field Sales,APAC,Tier_1_Exec,5000.0,2025-02-28 10:28:00,81.69,Office Depot,5999,,CLEAN,,
TXN_000174,EMP_335,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-09-11 05:43:00,26.69,Bistro Hub,5812,,CLEAN,,
TXN_000175,EMP_373,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-06-12 03:47:00,77.35,Local Steakhouse,5812,,CLEAN,,
