Employee_ID,Destination_Region,Trip_Start,Trip_End
EMP_140,APAC,2025-06-19 02:39:00,2025-06-23 02:39:00
EMP_161,LATAM,2025-10-23 00:19:00,2025-10-29 00:19:00
EMP_111,NA,2025-08-25 16:36:00,2025-09-01 16:36:00
EMP_420,APAC,2025-05-06 14:33:00,2025-05-09 14:33:00
EMP_426,LATAM,2025-06-09 20:46:00,2025-06-13 20:46:00
EMP_299,APAC,2025-07-07 11:13:00,2025-07-13 11:13:00
EMP_415,APAC,2025-04-02 18:47:00,2025-04-06 18:47:00
EMP_182,LATAM,2025-06-05 08:26:00,2025-06-08 08:26:00
EMP_211,NA,2025-12-14 19:40:00,2025-12-20 19:40:00
EMP_016,APAC,2025-07-23 13:39:00,2025-07-27 13:39:00
EMP_052,EMEA,2025-06-29 11:36:00,2025-07-03 11:36:00
EMP_315,EMEA,2025-05-25 16:50:00,2025-05-29 16:50:00
EMP_090,EMEA,2025-09-15 19:58:00,2025-09-20 19:58:00
EMP_436,NA,2025-01-23 13:55:00,2025-01-26 13:55:00
EMP_006,LATAM,2025-07-11 02:55:00,2025-07-17 02:55:00
EMP_403,NA,2025-03-18 16:02:00,2025-03-23 16:02:00
EMP_280,LATAM,2025-09-30 07:40:00,2025-10-04 07:40:00
EMP_134,APAC,2025-03-16 06:12:00,2025-03-21 06:12:00
EMP_174,EMEA,2025-12-17 12:26:00,2025-12-23 12:26:00
EMP_081,APAC,2025-02-07 23:57:00,2025-02-13 23:57:00
EMP_122,EMEA,2025-03-09 20:15:00,2025-03-14 20:15:00
EMP_028,NA,2025-09-18 17:56:00,2025-09-23 17:56:00
EMP_050,NA,2025-01-18 17:45:00,2025-01-24 17:45:00
EMP_329,NA,2025-10-08 04:31:00,2025-10-13 04:31:00
EMP_239,LATAM,2025-07-10 19:15:00,2025-07-13 19:15:00
EMP_244,NA,2025-08-05 14:49:00,2025-08-09 14:49:00
EMP_062,APAC,2025-11-22 23:32:00,2025-11-26 23:32:00
EMP_022,NA,2025-11-04 07:00:00,2025-11-09 07:00:00
EMP_164,LATAM,2025-02-16 19:07:00,2025-02-22 19:07:00
EMP_267,EMEA,2025-11-29 14:52:00,2025-12-03 14:52:00
EMP_291,EMEA,2025-03-12 23:11:00,2025-03-19 23:11:00
EMP_074,EMEA,2025-10-18 12:33:00,2025-10-23 12:33:00
EMP_144,APAC,2025-12-22 23:40:00,2025-12-28 23:40:00
EMP_097,NA,2025-11-16 15:33:00,2025-11-20 15:33:00
EMP_264,APAC,2025-04-24 18:14:00,2025-04-29 18:14:00
EMP_400,EMEA,2025-01-21 01:54:00,2025-01-24 01:54:00
EMP_326,NA,2025-03-30 04:50:00,2025-04-04 04:50:00
EMP_084,NA,2025-06-04 01:29:00,2025-06-11 01:29:00
EMP_263,LATAM,2025-01-14 14:26:00,2025-01-17 14:26:00
EMP_300,LATAM,2025-03-14 12:02:00,2025-03-20 12:02:00
EMP_134,APAC,2025-08-05 13:45:00,2025-08-08 13:45:00
EMP_349,EMEA,2025-08-31 09:36:00,2025-09-07 09:36:00
EMP_212,NA,2025-02-07 08:48:00,2025-02-14 08:48:00
EMP_292,APAC,2025-11-29 04:38:00,2025-12-02 04:38:00
EMP_250,NA,2025-08-30 05:07:00,2025-09-05 05:07:00
EMP_141,EMEA,2025-06-01 11:13:00,2025-06-05 11:13:00
EMP_165,EMEA,2025-05-18 18:34:00,2025-05-22 18:34:00
EMP_086,LATAM,2025-02-15 12:58:00,2025-02-21 12:58:00
EMP_115,APAC,2025-04-05 12:59:00,2025-04-08 12:59:00
EMP_339,APAC,2025-03-18 17:25:00,2025-03-25 17:25:00
EMP_243,APAC,2025-04-21 12:05:00,2025-04-26 12:05:00
EMP_021,APAC,2025-12-27 10:25:00,2025-12-30 10:25:00
EMP_344,LATAM,2025-03-05 19:26:00,2025-03-08 19:26:00
EMP_026,NA,2025-03-12 16:17:00,2025-03-18 16:17:00
EMP_225,APAC,2025-07-14 09:02:00,2025-07-17 09:02:00
EMP_333,LATAM,2025-05-01 10:40:00,2025-05-05 10:40:00
EMP_411,EMEA,2025-11-15 01:27:00,2025-11-19 01:27:00
EMP_248,NA,2025-12-21 10:33:00,2025-12-26 10:33:00
EMP_336,APAC,2025-08-15 19:42:00,2025-08-19 19:42:00
EMP_170,LATAM,2025-07-20 13:08:00,2025-07-27 13:08:00
EMP_419,APAC,2025-06-19 02:55:00,2025-06-23 02:55:00
EMP_061,EMEA,2025-12-28 04:13:00,2025-12-31 04:13:00
EMP_187,APAC,2025-02-07 12:31:00,2025-02-13 12:31:00
EMP_367,APAC,2025-11-25 12:34:00,2025-11-28 12:34:00
EMP_360,EMEA,2025-03-17 10:06:00,2025-03-21 10:06:00
EMP_131,EMEA,2025-05-21 15:58:00,2025-05-26 15:58:00
EMP_388,EMEA,2025-10-27 19:23:00,2025-11-03 19:23:00
EMP_355,APAC,2025-05-05 10:45:00,2025-05-12 10:45:00
EMP_352,APAC,2025-09-07 10:26:00,2025-09-11 10:26:00
EMP_075,NA,2025-02-07 15:22:00,2025-02-12 15:22:00
EMP_350,NA,2025-06-30 10:52:00,2025-07-05 10:52:00
EMP_122,EMEA,2025-07-27 10:50:00,2025-07-31 10:50:00
EMP_007,NA,2025-07-01 00:30:00,2025-07-06 00:30:00
EMP_091,EMEA,2025-02-23 05:26:00,2025-03-01 05:26:00
EMP_213,APAC,2025-10-20 18:13:00,2025-10-25 18:13:00
EMP_329,NA,2025-06-26 13:11:00,2025-07-02 13:11:00
EMP_132,APAC,2025-07-23 22:47:00,2025-07-30 22:47:00
EMP_023,EMEA,2025-08-03 20:33:00,2025-08-07 20:33:00
EMP_396,APAC,2025-01-05 08:06:00,2025-01-11 08:06:00
EMP_428,APAC,2025-03-16 16:15:00,2025-03-20 16:15:00
EMP_045,EMEA,2025-02-22 08:06:00,2025-02-26 08:06:00
EMP_009,EMEA,2025-10-10 15:02:00,2025-10-13 15:02:00
EMP_274,LATAM,2025-06-08 02:25:00,2025-06-13 02:25:00
EMP_153,EMEA,2025-09-28 16:55:00,2025-10-04 16:55:00
EMP_384,NA,2025-09-07 09:14:00,2025-09-11 09:14:00
EMP_100,APAC,2025-03-23 11:10:00,2025-03-27 11:10:00
EMP_066,LATAM,2025-06-19 18:45:00,2025-06-24 18:45:00
EMP_003,NA,2025-08-15 01:49:00,2025-08-21 01:49:00
EMP_431,LATAM,2025-09-17 18:28:00,2025-09-24 18:28:00
EMP_373,EMEA,2025-02-22 21:42:00,2025-02-27 21:42:00
EMP_115,APAC,2025-07-30 21:34:00,2025-08-05 21:34:00
EMP_187,APAC,2025-01-07 17:06:00,2025-01-13 17:06:00
EMP_113,LATAM,2025-12-21 02:09:00,2025-12-24 02:09:00
EMP_021,APAC,2025-08-22 23:33:00,2025-08-27 23:33:00
EMP_109,NA,2025-04-19 09:38:00,2025-04-23 09:38:00
EMP_213,APAC,2025-08-27 11:05:00,2025-09-01 11:05:00
EMP_125,LATAM,2025-01-31 10:00:00,2025-02-04 10:00:00
EMP_450,EMEA,2025-07-24 09:43:00,2025-07-31 09:43:00
EMP_056,APAC,2025-01-12 01:27:00,2025-01-16 01:27:00
EMP_048,LATAM,2025-12-16 03:46:00,2025-12-23 03:46:00
EMP_131,EMEA,2025-12-12 10:38:00,2025-12-18 10:38:00
EMP_097,NA,2025-01-02 23:35:00,2025-01-07 23:35:00
EMP_212,NA,2025-12-16 07:44:00,2025-12-22 07:44:00
EMP_438,APAC,2025-03-27 17:10:00,2025-03-30 17:10:00
EMP_083,LATAM,2025-10-09 08:04:00,2025-10-16 08:04:00
EMP_365,APAC,2025-02-10 20:14:00,2025-02-15 20:14:00
EMP_315,EMEA,2025-05-03 09:55:00,2025-05-07 09:55:00
EMP_266,APAC,2025-01-10 04:32:00,2025-01-16 04:32:00
EMP_418,NA,2025-07-19 08:19:00,2025-07-23 08:19:00
EMP_289,APAC,2025-12-17 04:02:00,2025-12-24 04:02:00
EMP_118,NA,2025-05-27 15:36:00,2025-05-30 15:36:00
EMP_162,NA,2025-01-06 03:07:00,2025-01-11 03:07:00
EMP_186,LATAM,2025-07-07 02:35:00,2025-07-13 02:35:00
EMP_354,EMEA,2025-04-27 22:36:00,2025-05-01 22:36:00
EMP_324,NA,2025-10-21 17:54:00,2025-10-26 17:54:00
EMP_212,NA,2025-05-01 20:05:00,2025-05-06 20:05:00
EMP_381,APAC,2025-02-27 07:13:00,2025-03-02 07:13:00
EMP_068,LATAM,2025-05-03 05:35:00,2025-05-10 05:35:00
EMP_156,EMEA,2025-01-06 16:28:00,2025-01-10 16:28:00
EMP_203,EMEA,2025-06-30 23:15:00,2025-07-05 23:15:00
EMP_041,APAC,2025-11-02 11:10:00,2025-11-09 11:10:00
EMP_097,NA,2025-02-17 20:29:00,2025-02-24 20:29:00
EMP_026,NA,2025-01-16 02:45:00,2025-01-22 02:45:00
EMP_373,EMEA,2025-01-04 23:22:00,2025-01-09 23:22:00
EMP_191,NA,2025-12-03 15:28:00,2025-12-06 15:28:00
EMP_137,LATAM,2025-10-11 18:04:00,2025-10-18 18:04:00
EMP_425,NA,2025-01-08 04:28:00,2025-01-13 04:28:00
EMP_378,APAC,2025-01-24 09:38:00,2025-01-28 09:38:00
EMP_185,EMEA,2025-02-05 22:17:00,2025-02-11 22:17:00
EMP_203,EMEA,2025-06-25 00:17:00,2025-06-30 00:17:00
EMP_191,NA,2025-03-05 03:46:00,2025-03-09 03:46:00
EMP_031,APAC,2025-09-15 21:07:00,2025-09-20 21:07:00
EMP_376,LATAM,2025-05-15 02:26:00,2025-05-20 02:26:00
EMP_329,NA,2025-08-22 11:46:00,2025-08-25 11:46:00
EMP_428,APAC,2025-04-03 11:58:00,2025-04-08 11:58:00
EMP_107,APAC,2025-12-23 19:56:00,2025-12-28 19:56:00
EMP_111,NA,2025-03-11 17:16:00,2025-03-15 17:16:00
EMP_286,LATAM,2025-10-28 07:52:00,2025-11-01 07:52:00
EMP_259,EMEA,2025-09-01 18:27:00,2025-09-07 18:27:00
EMP_299,APAC,2025-06-30 22:33:00,2025-07-06 22:33:00
EMP_292,APAC,2025-06-07 07:59:00,2025-06-13 07:59:00
EMP_020,APAC,2025-10-03 20:00:00,2025-10-09 20:00:00
EMP_325,APAC,2025-10-04 12:26:00,2025-10-09 12:26:00
EMP_168,LATAM,2025-06-08 18:42:00,2025-06-15 18:42:00
EMP_386,EMEA,2025-03-05 14:18:00,2025-03-10 14:18:00
EMP_068,LATAM,2025-09-01 18:57:00,2025-09-07 18:57:00
EMP_397,LATAM,2025-04-03 22:28:00,2025-04-10 22:28:00
EMP_166,NA,2025-03-05 05:46:00,2025-03-10 05:46:00
EMP_395,EMEA,2025-08-08 23:05:00,2025-08-13 23:05:00
EMP_226,APAC,2025-02-01 16:17:00,2025-02-04 16:17:00
EMP_058,NA,2025-02-07 17:07:00,2025-02-11 17:07:00
EMP_379,LATAM,2025-06-03 06:47:00,2025-06-06 06:47:00
EMP_336,APAC,2025-01-05 01:39:00,2025-01-09 01:39:00
EMP_444,LATAM,2025-03-04 02:16:00,2025-03-08 02:16:00
EMP_321,NA,2025-08-07 03:32:00,2025-08-14 03:32:00
EMP_337,LATAM,2025-04-09 22:48:00,2025-04-15 22:48:00
EMP_095,LATAM,2025-08-18 06:25:00,2025-08-25 06:25:00
EMP_399,APAC,2025-05-15 20:22:00,2025-05-20 20:22:00
EMP_306,APAC,2025-06-17 01:41:00,2025-06-22 01:41:00
EMP_114,EMEA,2025-05-26 16:46:00,2025-06-02 16:46:00
EMP_219,APAC,2025-10-20 19:33:00,2025-10-24 19:33:00
EMP_424,NA,2025-01-30 21:16:00,2025-02-05 21:16:00
EMP_265,LATAM,2025-02-03 21:30:00,2025-02-09 21:30:00
EMP_238,EMEA,2025-11-24 21:59:00,2025-11-30 21:59:00
EMP_355,APAC,2025-04-28 10:00:00,2025-05-04 10:00:00
EMP_194,APAC,2025-10-04 03:35:00,2025-10-08 03:35:00
EMP_445,NA,2025-04-14 07:11:00,2025-04-21 07:11:00
EMP_148,EMEA,2025-05-11 13:53:00,2025-05-16 13:53:00
EMP_308,LATAM,2025-01-04 18:52:00,2025-01-07 18:52:00
EMP_170,LATAM,2025-03-04 20:42:00,2025-03-08 20:42:00
EMP_234,APAC,2025-09-18 06:45:00,2025-09-24 06:45:00
EMP_150,EMEA,2025-12-07 20:07:00,2025-12-13 20:07:00
EMP_363,APAC,2025-07-29 12:38:00,2025-08-02 12:38:00
EMP_287,NA,2025-06-02 14:52:00,2025-06-06 14:52:00
EMP_393,NA,2025-01-04 11:09:00,2025-01-08 11:09:00
EMP_243,APAC,2025-01-24 21:25:00,2025-01-30 21:25:00
EMP_237,EMEA,2025-10-27 10:21:00,2025-10-31 10:21:00
EMP_077,NA,2025-07-23 05:23:00,2025-07-29 05:23:00
EMP_045,EMEA,2025-12-26 22:39:00,2025-12-31 22:39:00
EMP_269,EMEA,2025-08-08 03:23:00,2025-08-12 03:23:00
EMP_398,NA,2025-08-26 08:38:00,2025-08-30 08:38:00
EMP_366,NA,2025-03-25 08:22:00,2025-03-30 08:22:00
EMP_389,EMEA,2025-08-14 07:05:00,2025-08-20 07:05:00
EMP_140,APAC,2025-04-18 17:34:00,2025-04-22 17:34:00
EMP_219,APAC,2025-10-11 09:14:00,2025-10-17 09:14:00
EMP_048,LATAM,2025-12-05 23:42:00,2025-12-12 23:42:00
EMP_119,EMEA,2025-06-10 23:05:00,2025-06-15 23:05:00
EMP_250,NA,2025-01-21 00:54:00,2025-01-28 00:54:00
EMP_206,EMEA,2025-10-27 01:25:00,2025-11-03 01:25:00
EMP_034,LATAM,2025-09-04 02:24:00,2025-09-10 02:24:00
EMP_279,APAC,2025-06-19 23:05:00,2025-06-23 23:05:00
EMP_421,LATAM,2025-11-20 04:43:00,2025-11-23 04:43:00
EMP_331,EMEA,2025-02-13 18:28:00,2025-02-17 18:28:00
EMP_200,NA,2025-11-20 14:41:00,2025-11-26 14:41:00
EMP_190,LATAM,2025-02-06 16:28:00,2025-02-10 16:28:00
EMP_332,EMEA,2025-01-11 10:30:00,2025-01-14 10:30:00
EMP_296,NA,2025-12-27 17:55:00,2025-12-31 17:55:00
EMP_298,EMEA,2025-12-15 15:23:00,2025-12-22 15:23:00
EMP_126,EMEA,2025-12-09 00:41:00,2025-12-13 00:41:00
EMP_147,LATAM,2025-12-17 23:47:00,2025-12-23 23:47:00
EMP_176,EMEA,2025-03-01 11:01:00,2025-03-08 11:01:00
EMP_122,EMEA,2025-11-15 12:47:00,2025-11-19 12:47:00
EMP_329,NA,2025-07-10 12:38:00,2025-07-17 12:38:00
EMP_075,NA,2025-11-11 13:31:00,2025-11-18 13:31:00
EMP_345,NA,2025-01-06 04:07:00,2025-01-12 04:07:00
EMP_363,APAC,2025-03-28 08:45:00,2025-03-31 08:45:00
EMP_103,NA,2025-10-11 21:47:00,2025-10-16 21:47:00
EMP_053,EMEA,2025-01-24 09:14:00,2025-01-31 09:14:00
EMP_010,APAC,2025-12-27 09:57:00,2026-01-02 09:57:00
EMP_206,EMEA,2025-02-08 04:35:00,2025-02-12 04:35:00
EMP_154,APAC,2025-10-10 01:34:00,2025-10-15 01:34:00
EMP_072,LATAM,2025-01-25 23:52:00,2025-01-31 23:52:00
EMP_256,LATAM,2025-11-22 04:12:00,2025-11-26 04:12:00
EMP_208,LATAM,2025-03-27 01:28:00,2025-03-31 01:28:00
EMP_037,LATAM,2025-01-25 20:29:00,2025-01-29 20:29:00
EMP_125,LATAM,2025-04-04 01:18:00,2025-04-08 01:18:00
EMP_419,APAC,2025-03-18 10:16:00,2025-03-21 10:16:00
EMP_172,EMEA,2025-02-14 00:52:00,2025-02-19 00:52:00
EMP_399,APAC,2025-04-24 20:56:00,2025-04-28 20:56:00
EMP_355,APAC,2025-04-01 09:36:00,2025-04-08 09:36:00
EMP_003,NA,2025-06-20 14:05:00,2025-06-25 14:05:00
EMP_142,APAC,2025-02-06 15:26:00,2025-02-13 15:26:00
EMP_091,EMEA,2025-04-25 08:00:00,2025-04-30 08:00:00
EMP_023,EMEA,2025-03-17 00:53:00,2025-03-23 00:53:00
EMP_264,APAC,2025-03-24 12:23:00,2025-03-31 12:23:00
EMP_102,APAC,2025-08-25 03:45:00,2025-08-29 03:45:00
EMP_378,APAC,2025-10-27 10:37:00,2025-11-02 10:37:00
EMP_300,LATAM,2025-12-17 17:38:00,2025-12-22 17:38:00
EMP_199,NA,2025-09-27 23:07:00,2025-10-03 23:07:00
EMP_104,NA,2025-09-01 14:07:00,2025-09-06 14:07:00
EMP_296,NA,2025-06-15 06:20:00,2025-06-20 06:20:00
EMP_008,LATAM,2025-11-07 17:46:00,2025-11-11 17:46:00
EMP_232,EMEA,2025-12-26 15:44:00,2026-01-01 15:44:00
EMP_123,EMEA,2025-03-07 01:36:00,2025-03-13 01:36:00
EMP_071,NA,2025-08-31 21:19:00,2025-09-04 21:19:00
EMP_142,APAC,2025-02-07 15:45:00,2025-02-11 15:45:00
EMP_410,NA,2025-02-15 18:55:00,2025-02-20 18:55:00
EMP_148,EMEA,2025-02-25 00:45:00,2025-03-03 00:45:00
EMP_033,EMEA,2025-01-15 01:07:00,2025-01-21 01:07:00
EMP_405,LATAM,2025-07-07 07:57:00,2025-07-11 07:57:00
EMP_094,APAC,2025-05-07 16:37:00,2025-05-12 16:37:00
EMP_190,LATAM,2025-05-13 08:18:00,2025-05-18 08:18:00
EMP_274,LATAM,2025-08-06 14:08:00,2025-08-11 14:08:00
EMP_235,APAC,2025-08-20 04:12:00,2025-08-26 04:12:00
EMP_375,LATAM,2025-12-14 18:48:00,2025-12-19 18:48:00
EMP_401,NA,2025-07-20 09:07:00,2025-07-24 09:07:00
EMP_263,LATAM,2025-10-14 05:03:00,2025-10-19 05:03:00
EMP_198,NA,2025-09-27 11:41:00,2025-10-04 11:41:00
EMP_448,LATAM,2025-03-03 18:53:00,2025-03-10 18:53:00
EMP_072,LATAM,2025-03-02 16:19:00,2025-03-06 16:19:00
EMP_303,EMEA,2025-09-29 15:05:00,2025-10-06 15:05:00
